path	main	r5	r6	cur	cur_fail_rules	chance_rate	checked	exact	rounding	unsupported	identifiers	r6_flagged	r6_flag_causes	synthesis	synthesis_note
research/findings/2026-09-24-content-provenance-learned-facts-prod-and-qwenforced-GO-6seed.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-24-curiosity-metacog-commitment-veto-v5-6seed-NOGO-1of6-g13-setpoint-residual.md	PASS	FAIL	FAIL	PASS		0.1225	24	0	24	0	0	16	rounding:16	False	
research/findings/2026-09-24-curiosity-metacog-lcne-modulator-6seed-NOGO-calibration-seed-only.md	PASS	FAIL	FAIL	PASS		0.0800	12	0	12	0	3	11	rounding:11	False	
research/findings/2026-09-24-curiosity-metacog-lcne-phasic-gain-v4-6seed-NOGO-3of6-gain-holds-circuit-residual.md	PASS	FAIL	FAIL	PASS		0.0425	30	2	28	0	0	21	rounding:21	False	
research/findings/2026-09-24-d6-chat-wire-PREREGISTRATION.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-24-d6-multiref-wm-learned-referent-env-flag-route-PREREGISTERED.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-24-da-tag-capture-chat-wire-6seed-GO-runner-level-ltm-off.md	PASS	PASS	PASS	PASS		0.0075	19	0	19	0	0	0		False	
research/findings/2026-09-24-flip-validated-fixes-production-default-battery-GO.md	PASS	PASS	PASS	PASS		0.0075	4	2	2	0	0	0		False	
research/findings/2026-09-24-gap4-transport-ceiling-bound-census-clamp-load-bearing-fullsize-UNDEFINED.md	PASS	PASS	PASS	PASS		0.0025	43	43	0	0	0	0		False	
research/findings/2026-09-24-gap4-transport-ceiling-instrument-diagnosed-dev-seed7-UNDEFINED.md	PASS	FAIL	FAIL	FAIL	unsupported(3);too_broad(0.203)	0.2025	60	16	41	3	0	39	rounding:36;still-unsupported:3	False	
research/findings/2026-09-24-gap4-transport-ceiling-readout-lever-PREREGISTRATION.md	PASS	FAIL	FAIL	FAIL	unsupported(14);too_broad(0.223)	0.2225	84	23	47	14	0	56	rounding:42;still-unsupported:14	False	
research/findings/2026-09-24-gnw-continuous-swap-branchpoint-fork-instrument-GO-6seed.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-24-gnw-continuous-swap-branchpoint-snapshot-fork-instrument-PREREGISTERED.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-24-language-learned-referent-production-route-GO-6seed.md	PASS	FAIL	FAIL	PASS		0.0000	12	7	5	0	0	5	rounding:5	False	
research/findings/2026-09-24-lbf-proposed-lesion-knobs-conflict-kb-PREREGISTRATION.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-24-lbf-rows-live-organs-PREREGISTRATION.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-24-learning-rows-d5-consolidate-sleep-replay-lbf-PREREGISTRATION.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-24-lexicon-closed-class-frame-junction-PREREGISTRATION.md	FAIL	FAIL	FAIL	FAIL	missing(2)	0.1075	17	2	15	0	6	8	rounding:8	False	
research/findings/2026-09-24-lexicon-closed-class-frame-junction-dev-s7-not-ready.md	PASS	FAIL	FAIL	PASS		0.1175	8	0	8	0	0	8	rounding:8	False	
research/findings/2026-09-24-open-ended-gated-turn-PREREGISTRATION.md	PASS	FAIL	FAIL	PASS		0.0075	2	2	0	0	2	2	identifier:2	False	
research/findings/2026-09-24-open-ended-gated-turn-seed7-smoke-and-flag-off-identity.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-24-plastic-mask-flip-PREREGISTRATION.md	PASS	PASS	PASS	PASS		0.0000	2	2	0	0	0	0		False	
research/findings/2026-09-24-plastic-mask-instrument-and-production-reachability.md	PASS	PASS	PASS	PASS		0.0000	2	2	0	0	0	0		False	
research/findings/2026-09-24-production-chat-phase-timing-PREREGISTRATION.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-24-production-default-battery-B2a-PREREGISTRATION.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-24-production-default-battery-B2b-PREREGISTRATION.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-24-reasoning-transitive-chat-PREREGISTRATION.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-24-reward-value-spiking-afferent-PREREG-AMENDMENT-1.md	PASS	PASS	PASS	PASS		0.0025	7	0	7	0	0	0		False	
research/findings/2026-09-24-reward-value-spiking-afferent-PREREG-AMENDMENT-2.md	PASS	PASS	PASS	PASS		0.0000	8	8	0	0	0	0		False	
research/findings/2026-09-24-reward-value-spiking-afferent-PREREG-AMENDMENT-3.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-24-reward-value-spiking-afferent-PREREG-AMENDMENT-4.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-24-reward-value-spiking-afferent-PREREGISTRATION.md	PASS	PASS	PASS	PASS		0.0000	2	2	0	0	0	0		False	
research/findings/2026-09-24-reward-value-spiking-afferent-seed7-derisk-PARTIAL.md	PASS	PASS	PASS	PASS		0.0000	58	57	1	0	0	0		False	
research/findings/2026-09-24-sleep-replay-capture-PREREGISTRATION.md	PASS	PASS	PASS	PASS		0.0050	38	8	30	0	0	0		False	
research/findings/2026-09-24-slotbinder-l3-cupy-latency-derisk-PREREG.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-24-slotbinder-l3-cupy-latency-derisk-candidate-2seed.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-24-slotbinder-l3-gpu-latency-GO-6seed.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-24-slotbinder-production-composer-gate-PREREG.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-24-swap-drives-adequate-probe-6seed-status-1-of-6-verified.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-24-tom-false-belief-chat-wire-PREREGISTRATION.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-24-vision-configural-binding-spiking-feedback-divisive-gain-control-readout-NEUTRAL-6seed.md	PASS	PASS	PASS	PASS		0.0025	6	6	0	0	0	0		False	
research/findings/2026-09-24-vision-readout-port-homeostasis-6seed-PORT-REPAIRED-capability-short.md	PASS	PASS	PASS	PASS		0.0475	25	25	0	0	0	0		False	
research/findings/2026-09-24-vision-readout-port-homeostasis-intrinsic-plasticity-PREREGISTERED.md	PASS	PASS	PASS	PASS		0.0150	17	17	0	0	2	0		False	
research/findings/2026-09-24-wm-binding-ordinary-content-probe-6seed-NOGO-held-state-does-not-reach-an-ordinary-reply.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-24-wm-binding-ordinary-content-probe-PREREGISTRATION.md	PASS	PASS	PASS	PASS		0.0025	1	0	1	0	0	0		False	
research/findings/2026-09-24-wm-referent-focus-bind-anaphor-probe-PREREGISTRATION.md	PASS	PASS	PASS	PASS		0.0000	1	1	0	0	1	0		False	
research/findings/2026-09-24-xedge-in-wave3-seed7-derisk-G1-registered-FAIL-equal-pass-control-identical.md	PASS	PASS	PASS	PASS		0.0000	8	8	0	0	0	0		False	
research/findings/2026-09-25-lexicon-closed-class-frame-junction-dev-amendment2-s7-s42-NOT-READY.md	PASS	PASS	PASS	PASS		0.0675	17	1	16	0	0	0		False	
research/findings/2026-09-25-production-default-battery-B2a-FAIL.md	PASS	PASS	PASS	PASS		0.0025	7	7	0	0	0	0		False	
research/findings/2026-09-25-production-default-battery-B2a-rescored-PASS.md	PASS	PASS	PASS	PASS		0.0050	4	4	0	0	0	0		False	
research/findings/2026-09-25-sleep-replay-capture-rc-GO-6seed.md	PASS	PASS	PASS	PASS		0.0000	9	9	0	0	0	0		False	
