# claim_check retro-scan, 2026-09-25: MAIN's tools/claim_check.py (7e2edc08e, standalone <!--derived--> runs to the next '## ' heading)
# vs ROUND 4's parser-based tools/claim_check.py (branch research/claimcheck-parser-scope @ 214e509bf).
# Run inside the round-4 worktree, so both checkers resolve the SAME artifacts (research/findings/raw files that are
# untracked in the primary checkout are absent here for BOTH; a 'missing artifact' reason is shared, not new).
# Populations: (a) research/findings/*.md ADDED on main since 2026-09-01 (git log --since=2026-09-01 --diff-filter=A):
# 353 paths, 351 on disk; (b) the whole corpus, research/findings/*.md: 2970 docs.
#
# COUNTS                              (a) since 2026-09-01   (b) whole corpus
#   main-pass / new-pass                      286                 1462
#   main-pass / new-FAIL                       34                  168
#   main-FAIL / new-pass                        0                    0
#   main-FAIL / new-FAIL                       31                 1340
#     of which round 4 flags MORE numbers         6                   21   (docs where round 4 flags FEWER: 0)
# main-pass/new-fail reasons (a): {'unsupported number': 33, 'unsupported number + low coverage': 1}
# main-pass/new-fail reasons (b): {'unsupported number': 152, 'unsupported number + low coverage': 1, 'low coverage': 15}
#
# WHY each flagged line moved (column scope_change; flagged LINES, whole corpus): the marker's scope used to run to the
# next '## ' heading and now covers only its next paragraph/list/table, so a number in a LATER block of the same
# section is checked ('later block in the same section'); a marker directly before a heading, a fence or a non-comment
# html block now covers nothing; a lazy continuation line after a list item is checked; a marker inside a fence is text.
# Classification is descriptive (scratch script, same parser), not part of the checker.
#
# A FLAG IS NOT PROOF OF AN ERROR. 'unsupported number' means the number does not appear in any cited artifact within
# tolerance and is no longer inside a derived scope. Many flagged numbers are legitimate re-quotes, rounded means or
# differences whose author relied on the old section-wide scope and would now mark them inline or with a range; some
# may be genuine errors. This scan did not read them. The board (GAP_CLOSURE_MISSION.md, 02:55 claim-check entry)
# records audit branches research/claimcheck-audit-1..4 with 8 corrections from a manual pass over ROUND 2's flags;
# those edits are not merged and not reflected here. 'low coverage' = >= 40 numeric claims with < 5% checked.
# claim_check runs only on newly ADDED findings at commit, so none of these legacy docs blocks anything.
#
# Columns: doc | population | direction | new_reasons | main_reasons | new_unsupported_n | new_unsupported (line=value,
# first 6) | new_checked/total | new_suppressed_by_mechanism | scope_change (flagged lines by cause)
doc	population	direction	new_reasons	main_reasons	new_unsupported_n	new_unsupported	new_checked_total	new_suppressed	scope_change
research/findings/2026-08-26-vision-identity-spiking-hmax-production-wirein-GO.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	4	L96=0.556, L96=0.444, L97=0.475, L97=0.105	4/22	section=0 range=0 block=15 inline=3 synthesis=0	later block in the same section (main ran to the next '## ') x2
research/findings/2026-08-27-comprehension-verb-selects-corpus-learned-GO.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	16	L72=0.315, L77=0.69, L103=0.929, L103=0.929, L103=0.964, L103=0.929, +10 more	19/37	section=0 range=0 block=13 inline=5 synthesis=0	later block in the same section (main ran to the next '## ') x8
research/findings/2026-08-27-mouth-readsnr-softmax-confidence-weightnorm-NOGO.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	5	L101=0.1278, L101=0.1211, L102=0.353, L102=0.3513, L102=0.004	5/50	section=0 range=0 block=44 inline=1 synthesis=0	later block in the same section (main ran to the next '## ') x2
research/findings/2026-08-27-mouth-readsnr-structure-characterization-BACKEND-SEED-CONFOUND.md	before_2026-09-01	main-pass/new-fail	low coverage	-	0	-	0/40	section=0 range=0 block=40 inline=0 synthesis=0	-
research/findings/2026-08-27-onebrain-integration-R3v3-functional-drive-GO.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	12	L67=12.1244, L68=4.518, L83=-0.00194, L91=0.036, L140=0.2552, L162=0.012, +6 more	21/84	section=0 range=0 block=54 inline=9 synthesis=0	later block in the same section (main ran to the next '## ') x8
research/findings/2026-08-27-onebrain-integration-selfschema-provenance-learned-crossedge-GO.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	2	L93=0.124, L94=0.08	3/55	section=0 range=0 block=52 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x2
research/findings/2026-08-27-onebrain-r4-selfschema-provenance-production-GO.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	17	L84=0.0106, L84=-0.0006, L85=0.0117, L85=0.0003, L86=0.013, L86=0.0002, +11 more	29/29	section=0 range=0 block=0 inline=0 synthesis=0	marker followed by a heading (scopes nothing) x10
research/findings/2026-08-27-onebrain-surprise-episodic-crossedge-UNDEFINED.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	10	L83=0.273, L93=0.613, L93=0.746, L127=0.004, L127=0.005, L133=0.0018, +4 more	25/65	section=0 range=0 block=40 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x6
research/findings/2026-08-27-reverse-edge-heterosynaptic-depression-learn-through-use-NOGO.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	19	L36=0.049, L36=0.096, L36=0.096, L36=0.115, L36=0.173, L38=0.074, +13 more	23/29	section=0 range=0 block=5 inline=1 synthesis=0	later block in the same section (main ran to the next '## ') x4
research/findings/2026-08-28-onebrain-r4-declarative-crossedge-migration-GO.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	14	L142=0.0106, L142=0.0106, L143=0.0117, L143=0.0117, L144=0.013, L144=0.013, +8 more	22/24	section=0 range=0 block=2 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x8
research/findings/2026-08-28-surprise-episodic-129construction-6seed-GO.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	7	L80=0.965, L81=0.297, L81=0.727, L88=0.0094, L128=0.297, L128=0.727, +1 more	7/35	section=0 range=0 block=26 inline=2 synthesis=0	later block in the same section (main ran to the next '## ') x5
research/findings/2026-08-28-surprise-episodic-production-xedge-wireIn.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	13	L112=0.0166, L113=0.186, L113=0.0123, L114=0.1268, L114=0.0129, L115=0.0103, +7 more	28/28	section=0 range=0 block=0 inline=0 synthesis=0	marker followed by a heading (scopes nothing) x8
research/findings/2026-08-28-wkv-learned-vs-native-head-AB-worth-keeping-opt-in.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	3	L138=1.291, L138=1.504, L163=0.045	5/44	section=0 range=0 block=36 inline=3 synthesis=0	later block in the same section (main ran to the next '## ') x2
research/findings/2026-08-01-gap4-DEPTH2-BDSP-generalizes-where-FA-memorizes-but-same-ceiling-depth-wall-consolidated-6seed.md	before_2026-09-01	both-fail/new-flags-more	unsupported number	unsupported number	9	L13=0.935, L13=0.531, L13=0.876, L13=0.23, L13=2607.13, L22=0.66, +3 more	14/23	section=0 range=0 block=9 inline=0 synthesis=0	-
research/findings/2026-08-02-gap4-crux-transport-free-rule-gets-matched-capacity-purchase-on-a-TRAINABLE-LIF-SNN-where-reservoir-gave-zero-6seed.md	before_2026-09-01	both-fail/new-flags-more	unsupported number	unsupported number	13	L40=0.389, L80=0.15, L97=0.84, L97=0.778, L98=0.839, L98=0.689, +7 more	13/97	section=0 range=0 block=84 inline=0 synthesis=0	-
research/findings/2026-08-02-laneB-curiosity-learning-progress-slope-CPU-proxy-6seed-GO-next-onbridge-realization.md	before_2026-09-01	both-fail/new-flags-more	unsupported number + missing artifact	missing artifact	20	L63=0.534, L64=0.106, L76=0.542, L76=0.128, L77=0.528, L77=0.094, +14 more	20/20	section=0 range=0 block=0 inline=0 synthesis=0	-
research/findings/2026-08-10-gap5-e2e-episodic-loop-emergent-selection-composes-but-completion-operating-point-is-assembly-size-SEAM-NEGATIVE.md	before_2026-09-01	both-fail/new-flags-more	unsupported number	unsupported number	8	L8=0.003, L8=0.023, L66=0.292, L66=0.292, L66=0.284, L72=0.476, +2 more	12/37	section=0 range=0 block=25 inline=0 synthesis=0	-
research/findings/2026-08-11-continual-combine-disjoint-codes-plus-consolidation-does-NOT-compound-6seed.md	before_2026-09-01	both-fail/new-flags-more	unsupported number	unsupported number	8	L7=0.854, L7=0.839, L40=0.854, L40=0.839, L40=0.533, L44=0.667, +2 more	9/19	section=0 range=0 block=10 inline=0 synthesis=0	-
research/findings/2026-08-11-emergence-WM-hybrid-separate-channel-GO-working-hybrid-6seed.md	before_2026-09-01	both-fail/new-flags-more	unsupported number	unsupported number	21	L7=0.974, L7=0.938, L7=0.224, L7=0.516, L7=0.716, L7=0.667, +15 more	30/60	section=0 range=0 block=30 inline=0 synthesis=0	-
research/findings/2026-08-11-emergence-engine-heterosynaptic-competition-allocation-rescues-regimeC-starvation-1seed-SMOKE.md	before_2026-09-01	both-fail/new-flags-more	unsupported number	unsupported number	4	L12=0.333, L64=0.333, L72=0.333, L72=0.667	16/43	section=0 range=0 block=22 inline=5 synthesis=0	-
research/findings/2026-08-11-emergence-engine-plus-WM-afferent-hybrid-PARTIAL-fusion-combines-but-corrupts-subject-6seed.md	before_2026-09-01	both-fail/new-flags-more	unsupported number	unsupported number	26	L7=0.641, L7=0.562, L7=0.224, L7=0.516, L7=0.229, L7=0.479, +20 more	32/56	section=0 range=0 block=24 inline=0 synthesis=0	-
research/findings/2026-08-11-gap4-forward-forward-local-contrastive-ENTERS-the-deep-spiking-learning-regime-where-topdown-credit-could-not-6seed.md	before_2026-09-01	both-fail/new-flags-more	unsupported number	unsupported number	13	L30=0.789, L31=0.782, L31=0.771, L105=0.758, L105=0.73, L105=0.713, +7 more	15/59	section=0 range=0 block=44 inline=0 synthesis=0	-
research/findings/2026-08-11-multi-slot-variable-binding-working-memory-holds-k-bindings-no-crosstalk-ceiling-k5-6seed-GO.md	before_2026-09-01	both-fail/new-flags-more	unsupported number	unsupported number	17	L7=0.167, L7=0.881, L7=0.669, L7=0.939, L7=0.167, L7=0.0014, +11 more	36/88	section=0 range=0 block=52 inline=0 synthesis=0	-
research/findings/2026-08-11-rolegate-gap4-deep-credit-resolves-role-at-ceiling-transport-free-alignment-STRUCTURAL-not-dimensional-6seed.md	before_2026-09-01	both-fail/new-flags-more	unsupported number	unsupported number	27	L7=0.144, L23=0.602, L24=0.265, L81=0.983, L81=0.896, L81=0.76, +21 more	47/65	section=0 range=0 block=18 inline=0 synthesis=0	-
research/findings/2026-08-11-variable-binding-working-memory-gated-slot-surpasses-HTM-heldout-1.000-vs-0.000-6seed-GO.md	before_2026-09-01	both-fail/new-flags-more	unsupported number	unsupported number	4	L7=0.004, L15=0.004, L32=0.074, L32=0.0003	12/19	section=0 range=0 block=7 inline=0 synthesis=0	-
research/findings/2026-08-14-fluid-mouth-readout-eprop-learned-GO.md	before_2026-09-01	both-fail/new-flags-more	unsupported number	unsupported number	22	L10=0.865, L10=0.865, L75=0.042, L75=0.004, L75=0.01, L76=0.041, +16 more	126/126	section=0 range=0 block=0 inline=0 synthesis=0	-
research/findings/2026-08-25-fhrr-decode-rate-at-scale.md	before_2026-09-01	both-fail/new-flags-more	unsupported number + missing artifact	unsupported number + missing artifact	5	L11=0.001, L36=0.001, L39=0.001, L137=0.013, L137=0.107	7/36	section=0 range=0 block=14 inline=15 synthesis=0	-
research/findings/2026-09-23-onebrain-affect-ladder-onto-cortical-pool-plus-arousal-surprise-synapse-BUILT-6seed-scored-NOT-ALL-GO.md	before_2026-09-01	both-fail/new-flags-more	unsupported number + missing artifact	missing artifact	1	L106=0.007	1/27	section=0 range=0 block=16 inline=10 synthesis=0	-
